squat jump,,,,,,,,,,,,,,,,,,
version=1,,,,,,,,,,,,,,,,,,
nRows=7850,,,,,,,,,,,,,,,,,,
nColumns=19,,,,,,,,,,,,,,,,,,
inDegrees=yes,,,,,,,,,,,,,,,,,,
endheader,,,,,,,,,,,,,,,,,,
time,ground_force1_vx,ground_force1_vy,ground_force1_vz,ground_force1_px,ground_force1_py,ground_force1_pz,ground_torque1_x,ground_torque1_y,ground_torque1_z,ground_force2_vx,ground_force2_vy,ground_force2_vz,ground_force2_px,ground_force2_py,ground_force2_pz,ground_torque2_x,ground_torque2_y,ground_torque2_z
0,0.594235,314.73877,25.657967,0.350272,0,-1.052234,0.000037,-0.604327,0.000007,-2.239887,266.604462,-23.493202,0.360397,0,-0.745702,0.000003,0.053791,0.00001
0.001,0.831448,314.104919,25.171322,0.350416,0,-1.052412,0.000024,-0.338444,0.000008,-2.161371,265.486511,-24.143898,0.362049,0,-0.747717,0.00001,0.334362,0.000007
0.002,0.355354,311.889496,25.251282,0.351124,0,-1.050262,0.000013,-0.618858,0.000004,-2.239887,265.968781,-24.061186,0.361294,0,-0.746943,0.000014,0.163976,0.000012
0.003,0.036291,311.895752,25.250595,0.350854,0,-1.049554,0.000023,-0.674283,0.000001,-2.639133,266.282898,-24.06325,0.361146,0,-0.747426,0.000015,0.411067,0.000006
0.004,0.357022,312.8414,25.655216,0.350751,0,-1.0497,0.00005,-0.690228,0.000008,-2.001841,265.966492,-23.738588,0.361591,0,-0.746886,0.000012,0.231522,0
0.005,0.117308,313.314331,25.409828,0.350104,0,-1.05002,0.000038,-0.586678,0.000005,-1.921658,266.442993,-23.334656,0.361369,0,-0.74565,0.00001,0.197881,0.000006
0.006,0.277673,313.319397,25.491165,0.350341,0,-1.050363,0.000004,-0.621374,0.000008,-1.600927,265.335297,-23.090645,0.361067,0,-0.747877,0.000008,-0.078823,0
0.007,0.118142,314.113159,25.410519,0.350081,0,-1.051317,0.000009,-0.675888,0.000007,-2.239887,266.921021,-23.658628,0.360572,0,-0.744555,0.000014,0.235566,0.000004
0.008,0.437205,313.793335,25.247154,0.350606,0,-1.049982,0.000005,-0.51622,0.000009,-1.680275,266.596008,-23.334656,0.362007,0,-0.746525,-0.000003,0.002855,0.000003
0.009,0.676085,313.475403,25.327805,0.350067,0,-1.051423,0.000047,-0.390581,0.000011,-2.000172,267.231995,-23.740652,0.360801,0,-0.745889,0.000014,0.200793,-0.000001
0.01,0.756269,314.115784,25.734489,0.349764,0,-1.051614,0.000022,-0.492482,0.000006,-1.600927,263.589783,-23.495955,0.362611,0,-0.750573,0.000008,0.0039,0.000008
0.011,-0.041389,313.483307,25.734489,0.349942,0,-1.049947,0.000022,-0.736871,0.000006,-1.919991,266.128723,-23.900576,0.360693,0,-0.746104,0.000022,0.054644,0
0.012,0.596737,313.477692,25.976437,0.349841,0,-1.051315,0.00002,-0.503501,0.00001,-2.001841,265.011139,-23.659315,0.362068,0,-0.748365,0.000006,0.325852,0.000002
0.013,0.516554,312.37262,25.490479,0.350536,0,-1.049797,0.000032,-0.491969,0.000003,-2.082857,267.084259,-24.145273,0.358949,0,-0.745077,0.000004,0.382369,0.000007
0.014,0.516554,313.636292,25.977123,0.350756,0,-1.05165,0.000022,-0.557693,0.000001,-1.682775,265.17865,-23.413929,0.361959,0,-0.746243,0.000013,0.089432,-0.000002
0.015,0.275171,313.156677,25.89785,0.350689,0,-1.051026,0.000012,-0.56968,0.000002,-1.683611,266.602478,-23.578667,0.360256,0,-0.745305,0.000017,0.25022,0.000008
0.016,0.356189,313.633026,26.219761,0.349883,0,-1.051603,0.00002,-0.522679,0.000003,-1.443897,264.383911,-23.251944,0.36157,0,-0.748567,0.000002,0.030286,0.000007
0.017,0.356189,313.479004,25.979187,0.350222,0,-1.050259,0.000043,-0.637834,0.000006,-1.60593,267.074219,-23.737902,0.360043,0,-0.745851,0.000022,0.236216,0.000004
0.018,0.356189,313.954224,25.575256,0.349618,0,-1.05131,0.000017,-0.653131,0.000002,-1.206682,264.223145,-23.007933,0.36178,0,-0.748493,0,0.037094,0.000007
0.019,0.353686,314.108063,25.413956,0.350123,0,-1.051666,-0.000012,-0.52521,0,-1.525747,266.283081,-24.142523,0.359865,0,-0.747016,0.00001,0.189553,0.000003
0.02,0.113973,312.84436,25.495983,0.350289,0,-1.05114,0.000019,-0.628712,0.00001,-1.523247,264.546173,-23.251255,0.360635,0,-0.747747,0.000003,-0.030844,-0.000002
0.021,0.352853,313.952057,25.495983,0.349199,0,-1.053082,0.000001,-0.501799,0.000009,-1.283531,266.436096,-23.899887,0.360505,0,-0.747843,0.000004,-0.059631,-0.000002
0.022,0.352853,313.479187,25.578697,0.34959,0,-1.052087,-0.000008,-0.600633,0.000006,-1.206682,263.749451,-23.168543,0.361762,0,-0.747591,0.000023,-0.022386,0.000012
0.023,0.431368,312.685089,25.822016,0.349834,0,-1.050044,-0.000007,-0.528019,0.000005,-1.446398,266.755005,-24.061186,0.360146,0,-0.745855,0.000019,0.176893,0.000001
0.024,0.670248,313.000031,25.660719,0.350038,0,-1.051085,0.000015,-0.459685,0.000006,-1.127335,263.432037,-23.088581,0.361351,0,-0.748773,0.000021,0.019626,0.000002
0.025,0.510716,313.633514,25.90473,0.350332,0,-1.051305,0.000014,-0.578898,0.000004,-1.764627,266.59375,-23.899199,0.359748,0,-0.74621,-0.000001,0.197018,0.000002
0.026,0.11147,313.793457,25.906107,0.349922,0,-1.051633,0.000007,-0.728633,0.000011,-1.127335,265.017761,-22.926596,0.361228,0,-0.746115,0.000015,0.003741,0.000001
0.027,0.429699,314.111206,25.90473,0.349921,0,-1.05088,0.00002,-0.508695,0,-1.207518,267.864014,-23.330528,0.359821,0,-0.745931,0.000005,-0.003428,0.000006
0.028,0.589231,313.793457,25.986753,0.349788,0,-1.050912,0.000014,-0.512385,0.000008,-1.289368,264.385925,-23.168543,0.361091,0,-0.74645,0.000011,0.180785,0.000003
0.029,0.349517,313.790833,25.420835,0.350171,0,-1.050655,0.000013,-0.588688,0.000001,-1.288534,267.225616,-23.249191,0.359698,0,-0.744968,0.000009,0.078385,0.000003
0.03,0.667746,314.426483,25.501486,0.349486,0,-1.050896,-0.000002,-0.406705,0.000006,-0.890121,264.065582,-23.087206,0.361243,0,-0.745958,0.000008,0.0148,0.000007
0.031,0.748763,313.636169,25.097551,0.349734,0,-1.051083,-0.000002,-0.503076,0.000006,-1.289368,266.116943,-23.732397,0.359821,0,-0.745253,0.000003,0.030967,0.000007
0.032,0.509048,313.323853,25.504234,0.34932,0,-1.051063,0.000022,-0.642406,0,-0.89179,263.914001,-23.248503,0.360903,0,-0.747622,0.000005,0.096554,0.000001
0.033,0.66858,313.160797,25.260225,0.349691,0,-1.050774,0.000041,-0.540272,0.000009,-1.291037,265.481293,-23.326405,0.360717,0,-0.746305,0.00002,0.089727,0.000003
0.034,0.747095,313.476563,25.745495,0.349866,0,-1.051,-0.000006,-0.428046,0.000006,-0.811607,264.220367,-22.841822,0.361355,0,-0.748043,0.000004,-0.054881,0.000006
0.035,0.98681,313.155701,25.584194,0.349747,0,-1.051071,0.000001,-0.406626,0.000012,-1.131504,264.699219,-23.409801,0.360801,0,-0.746983,0.000003,0.169098,0.000007
0.036,0.826444,313.633362,25.342247,0.349537,0,-1.051393,0.000012,-0.432794,0.000005,-0.971973,265.006561,-23.409801,0.360266,0,-0.747893,-0.000006,0.109772,0.000001
0.037,0.667746,313.788513,25.747559,0.348959,0,-1.052356,0.000039,-0.559587,-0.000003,-0.89179,264.063904,-23.246443,0.361248,0,-0.747669,0.000005,0.002437,0.000007
0.038,0.905792,314.421356,25.584885,0.349741,0,-1.051938,0.000014,-0.381968,-0.000001,-1.131504,264.850098,-23.572475,0.360396,0,-0.74831,-0.000003,0.205093,0.000002
0.039,0.666079,314.900177,25.583509,0.349307,0,-1.051865,0.000038,-0.346754,0.000006,-0.732258,263.745026,-23.248503,0.360849,0,-0.747189,0.000013,0.047196,0.000006
0.04,0.906627,314.900513,25.342247,0.349137,0,-1.052256,0.000022,-0.427234,0.000006,-1.129837,264.373718,-23.407742,0.361385,0,-0.748614,-0.000001,-0.029742,0.000001
0.041,0.747095,314.270966,25.260225,0.348999,0,-1.052015,0.000034,-0.416287,0.000006,-1.288534,264.692169,-23.247131,0.360269,0,-0.746123,0.000015,-0.009007,0.000001
0.042,1.144673,314.107422,25.340876,0.348986,0,-1.052023,0.000005,-0.199901,0,-1.449734,264.063904,-23.247131,0.361138,0,-0.747669,0.000014,0.173129,0.000004
0.043,0.907461,315.061279,25.503548,0.349006,0,-1.052556,0.000014,-0.453814,0.000004,-1.049654,265.011047,-23.165106,0.360493,0,-0.745751,0.000018,-0.103511,0.000007
0.044,1.065325,316.323669,25.504921,0.348628,0,-1.054808,-0.000001,-0.355706,0.000006,-1.449734,265.327148,-23.409801,0.360344,0,-0.745863,0.000012,0.196013,0.000004
0.045,1.066993,313.791504,25.746181,0.349868,0,-1.051304,0.000027,-0.421983,0.000007,-1.21002,265.170959,-23.086517,0.360555,0,-0.747435,0.000008,0.117742,0.000003
